pm_id,title,pmc_id,authors,doi,keywords,mesh_ids,mesh_terms,abstract,project_serial_num,journal_name,publication_year
37429842,Real-time environmental surveillance of SARS-CoV-2 aerosols.,PMC10333287,"['Puthussery JV', 'Ghumra DP', 'McBrearty KR', 'Doherty BM', 'Sumlin BJ', 'Sarabandi A', 'Mandal AG', 'Shetty NJ', 'Gardiner WD', 'Magrecki JP', 'Brody DL', 'Esparza TJ', 'Bricker TL', 'Boon ACM', 'Yuede CM', 'Cirrito JR', 'Chakrabarty RK']",doi:10.1038/s41467-023-39419-z,[],"['D006801', 'D000086402', 'D000086382', 'D058873', 'D000088343', 'D004784']","['Humans', 'SARS-CoV-2', 'COVID-19', 'Pandemics', 'Respiratory Aerosols and Droplets', 'Environmental Monitoring']","Real-time surveillance of airborne SARS-CoV-2 virus is a technological gap that has eluded the scientific community since the beginning of the COVID-19 pandemic. Offline air sampling techniques for SARS-CoV-2 detection suffer from longer turnaround times and require skilled labor. Here, we present a proof-of-concept pathogen Air Quality (pAQ) monitor for real-time (5 min time resolution) direct detection of SARS-CoV-2 aerosols. The system synergistically integrates a high flow (~1000 lpm) wet cyclone air sampler and a nanobody-based ultrasensitive micro-immunoelectrode biosensor. The wet cyclone showed comparable or better virus sampling performance than commercially available samplers. Laboratory experiments demonstrate a device sensitivity of 77-83% and a limit of detection of 7-35 viral RNA copies/m3 of air. Our pAQ monitor is suited for point-of-need surveillance of SARS-CoV-2 variants in indoor environments and can be adapted for multiplexed detection of other respiratory pathogens of interest. Widespread adoption of such technology could assist public health officials with implementing rapid disease control measures.",AA029331,Nature communications,2023
38214887,"""Turbo-Charged"" DNA Motors with Optimized Sequence Enable Single-Molecule Nucleic Acid Sensing.",PMC10947818,"['Zhang L', 'Piranej S', 'Namazi A', 'Narum S', 'Salaita K']",doi:10.1002/anie.202316851,"['DNA motors', 'DNA nanotechnology', 'dynamic DNA machines', 'single molecule sensing']","['D009696', 'D020409', 'D004247', 'D036103', 'D009218']","['Nucleic Acids', 'Molecular Motor Proteins', 'DNA', 'Nanotechnology', 'Myosins']","DNA motors that consume chemical energy to generate processive mechanical motion mimic natural motor proteins and have garnered interest due to their potential applications in dynamic nanotechnology, biosensing, and drug delivery. Such motors translocate by a catalytic cycle of binding, cleavage, and rebinding between DNA ""legs"" on the motor body and RNA ""footholds"" on a track. Herein, we address the well-documented trade-off between motor speed and processivity and investigate how these parameters are controlled by the affinity between DNA legs and their complementary footholds. Specifically, we explore the role of DNA leg length and GC content in tuning motor performance by dictating the rate of leg-foothold dissociation. Our investigations reveal that motors with 0 % GC content exhibit increased instantaneous velocities of up to 150 nm/sec, three-fold greater than previously reported DNA motors and comparable to the speeds of biological motor proteins. We also demonstrate that the faster speed and weaker forces generated by 0 % GC motors can be leveraged for enhanced capabilities in sensing. We observe single-molecule sensitivity when programming the motors to stall in response to the binding of nucleic acid targets. These findings offer insights for the design of high-performance DNA motors with promising real-world biosensing applications.",AA029345,Angewandte Chemie (International ed. in English),2024
37284878,"High-throughput microbead assay system with a portable, cost-effective Wi-Fi imaging module, and disposable multi-layered microfluidic cartridges for virus and microparticle detection, and tracking.",PMC10244845,"['Castro JM', 'Sommerhage F', 'Khanna R', 'Childs A', 'DeRoo D', 'Rajaraman S']",doi:10.1007/s10544-023-00661-3,"['High-throughput assay', 'Microfluidic system', 'Microparticle tracking', 'Multilayered chip', 'Virus detection']","['D006801', 'D044085', 'D008863', 'D003362', 'D000086382', 'D000086402', 'D056656', 'D046210']","['Humans', 'Microfluidics', 'Microspheres', 'Cost-Benefit Analysis', 'COVID-19', 'SARS-CoV-2', 'Lab-On-A-Chip Devices', 'Microfluidic Analytical Techniques']","In recent years biomedical scientific community has been working towards the development of high-throughput devices that allow a reliable, rapid and parallel detection of several strains of virus or microparticles simultaneously. One of the complexities of this problem lies on the rapid prototyping of new devices and wireless rapid detection of small particles and virus alike. By reducing the complexity of microfluidics microfabrication and using economic materials along with makerspace tools (Kundu et al. 2018) it is possible to provide an affordable solution to both the problems of high-throughput devices and detection technologies. We present the development of a wireless, standalone device and disposable microfluidics chips that rapidly generate parallel readouts for selected, possible virus variants from a nasal or saliva sample, based on motorized and non-motorized microbeads detection, and imaging processing of the motion tracks of these beads in micrometers. Microbeads and SARS-CoV-2 COVID-19 Delta variant were tested as proof-of-concept for testing the microfluidic cartridges and wireless imaging module. The Microbead Assay (MA) system kit consists of a Wi-Fi readout module, a microfluidic chip, and a sample collection/processing sub-system. Here, we focus on the fabrication and characterization of the microfluidic chip to multiplex various micrometer-sized beads for economic, disposable, and simultaneous detection of up to six different viruses, microparticles or variants in a single test, and data collection using a commercially available, Wi-Fi-capable, and camera integrated device (Fig. 1).",AA029345,Biomedical microdevices,2023
36909543,Rolosense: Mechanical detection of SARS-CoV-2 using a DNA-based motor.,PMC10002644,"['Piranej S', 'Zhang L', 'Bazrafshan A', 'Marin M', 'Melikyan GB', 'Salaita K']",doi:10.1101/2023.02.27.530294,[],[],[],"Assays detecting viral infections play a significant role in limiting the spread of diseases such as SARS-CoV-2. Here we present Rolosense, a virus sensing platform that transduces the motion of synthetic DNA-based motors transporting 5-micron particles on RNA fuel chips. Motors and chips are modified with virus-binding aptamers that lead to stalling of motion. Therefore, motors perform a ""mechanical test"" of viral target and stall in the presence of whole virions which represents a unique mechanism of transduction distinct from conventional assays. Rolosense can detect SARS-CoV-2 spiked in artificial saliva and exhaled breath condensate with a sensitivity of 103 copies/mL and discriminates among other respiratory viruses. The assay is modular and amenable to multiplexing, as we demonstrated one-pot detection of influenza A and SARS-CoV-2. As a proof-of-concept, we show readout can be achieved using a smartphone camera in as little as 15 mins without any sample preparation steps. Taken together, mechanical detection using Rolosense can be broadly applied to any viral target and has the potential to enable rapid, low-cost, point-of-care screening of circulating viruses.",AA029345,bioRxiv : the preprint server for biology,2023
35347272,Chemical-to-mechanical molecular computation using DNA-based motors with onboard logic.,PMC9119907,"['Piranej S', 'Bazrafshan A', 'Salaita K']",doi:10.1038/s41565-022-01080-w,[],"['D039301', 'D004247', 'D005453', 'D008128']","['Computers, Molecular', 'DNA', 'Fluorescence', 'Logic']","DNA has become the biomolecule of choice for molecular computation that may one day complement conventional silicon-based processors. In general, DNA computation is conducted in individual tubes, is slow in generating chemical outputs in response to chemical inputs and requires fluorescence readout. Here, we introduce a new paradigm for DNA computation where the chemical input is processed and transduced into a mechanical output using dynamic DNA-based motors operating far from equilibrium. We show that DNA-based motors with onboard logic (DMOLs) can perform Boolean functions (NOT, YES, AND and OR) with 15 min readout times. Because DMOLs are micrometre-sized, massive arrays of DMOLs that are identical or uniquely encoded by size and refractive index can be multiplexed and perform motor-to-motor communication on the same chip. Finally, DMOL computational outputs can be detected using a conventional smartphone camera, thus transducing chemical information into the electronic domain in a facile manner, suggesting potential applications.",AA029345,Nature nanotechnology,2022
34309076,Programmable Mechanically Active Hydrogel-Based Materials.,PMC8595730,"['Dong Y', 'Ramey-Ward AN', 'Salaita K']",doi:10.1002/adma.202006600,"['artificial muscles', 'force sensors', 'mechanical active materials', 'programmable hydrogel actuators', 'smart skin']",[],[],"Programmable mechanically active materials (MAMs) are defined as materials that can sense and transduce external stimuli into mechanical outputs or conversely that can detect mechanical stimuli and respond through an optical change or other change in the appearance of the material. Programmable MAMs are a subset of responsive materials and offer potential in next generation robotics and smart systems. This review specifically focuses on hydrogel-based MAMs because of their mechanical compliance, programmability, biocompatibility, and cost-efficiency. First, the composition of hydrogel MAMs along with the top-down and bottom-up approaches used for programming these materials are discussed. Next, the fundamental principles for engineering responsivity in MAMS, which includes optical, thermal, magnetic, electrical, chemical, and mechanical stimuli, are considered. Some advantages and disadvantages of different responsivities are compared. Then, to conclude, the emerging applications of hydrogel-based MAMs from recently published literature, as well as the future outlook of MAM studies, are summarized.",AA029345,"Advanced materials (Deerfield Beach, Fla.)",2021
34242462,Mechanically Triggered Hybridization Chain Reaction.,PMC8390435,"['Duan Y', 'Glazier R', 'Bazrafshan A', 'Hu Y', 'Rashid SA', 'Petrich BG', 'Ke Y', 'Salaita K']",doi:10.1002/anie.202107660,"['biosensors', 'cellular receptor tension', 'drug screening', 'hybridization chain reaction', 'nanotechnology']","['D001241', 'D000077542', 'D006801', 'D009693']","['Aspirin', 'Eptifibatide', 'Humans', 'Nucleic Acid Hybridization']","Cells transmit piconewton forces to receptors to mediate processes such as migration and immune recognition. A major challenge in quantifying such forces is the sparsity of cell mechanical events. Accordingly, molecular tension is typically quantified with high resolution fluorescence microscopy, which hinders widespread adoption and application. Here, we report a mechanically triggered hybridization chain reaction (mechano-HCR) that allows chemical amplification of mechanical events. The amplification is triggered when a cell receptor mechanically denatures a duplex revealing a cryptic initiator to activate the HCR reaction in situ. Importantly, mechano-HCR enables direct readout of pN forces using a plate reader. We leverage this capability and measured mechano-IC50 for aspirin, Y-27632, and eptifibatide. Given that cell mechanical phenotypes are of clinical importance, mechano-HCR may offer a convenient route for drug discovery, personalized medicine, and disease diagnosis.",AA029345,Angewandte Chemie (International ed. in English),2021
37206388,Aptamers 101: aptamer discovery and in vitro applications in biosensors and separations.,PMC10189874,"['Yang LF', 'Ling M', 'Kacherovsky N', 'Pun SH']",doi:10.1039/d3sc00439b,[],[],[],"Aptamers are single-stranded nucleic acids that bind and recognize targets much like antibodies. Recently, aptamers have garnered increased interest due to their unique properties, including inexpensive production, simple chemical modification, and long-term stability. At the same time, aptamers possess similar binding affinity and specificity as their protein counterpart. In this review, we discuss the aptamer discovery process as well as aptamer applications to biosensors and separations. In the discovery section, we describe the major steps of the library selection process for aptamers, called systematic evolution of ligands by exponential enrichment (SELEX). We highlight common approaches and emerging strategies in SELEX, from starting library selection to aptamer-target binding characterization. In the applications section, we first evaluate recently developed aptamer biosensors for SARS-CoV-2 virus detection, including electrochemical aptamer-based sensors and lateral flow assays. Then we discuss aptamer-based separations for partitioning different molecules or cell types, especially for purifying T cell subsets for therapeutic applications. Overall, aptamers are promising biomolecular tools and the aptamer field is primed for expansion in biosensing and cell separation.",AA029316,Chemical science,2023
35972202,SCORe: SARS-CoV-2 Omicron Variant RBD-Binding DNA Aptamer for Multiplexed Rapid Detection and Pseudovirus Neutralization.,PMC9397568,"['Yang LF', 'Kacherovsky N', 'Liang J', 'Salipante SJ', 'Pun SH']",doi:10.1021/acs.analchem.2c01993,[],"['D000085962', 'D000914', 'D052157', 'D000086382', 'D006801', 'D012328', 'D000086402']","['Angiotensin-Converting Enzyme 2', 'Antibodies, Viral', 'Aptamers, Nucleotide', 'COVID-19', 'Humans', 'RNA Viruses', 'SARS-CoV-2']","During the COVID-19 (coronavirus disease 2019) pandemic, several SARS-CoV-2 variants of concern emerged, including the Omicron variant, which has enhanced infectivity and immune invasion. Many antibodies and aptamers that bind the spike (S) of previous strains of SARS-CoV-2 either do not bind or bind with low affinity to Omicron S. In this study, we report a high-affinity SARS-CoV-2 Omicron RBD-binding aptamer (SCORe) that binds Omicron BA.1 and BA.2 RBD with nanomolar KD1. We employ aptamers SCORe.50 and SNAP4.74 in a multiplexed lateral flow assay (LFA) to distinguish between Omicron and wild-type S at concentrations as low as 100 pM. Finally, we show that SCORe.50 and its dimerized form SCOReD can neutralize Omicron S-pseudotyped virus infection of ACE2-overexpressing cells by >70%. SCORe therefore has potential applications in COVID-19 rapid diagnostics as well as in viral neutralization.",AA029316,Analytical chemistry,2022
35532905,Aptamer Sandwich Lateral Flow Assay (AptaFlow) for Antibody-Free SARS-CoV-2 Detection.,PMC9112978,"['Yang LF', 'Kacherovsky N', 'Panpradist N', 'Wan R', 'Liang J', 'Zhang B', 'Salipante SJ', 'Lutz BR', 'Pun SH']",doi:10.1021/acs.analchem.2c00554,[],"['D000914', 'D052157', 'D000086382', 'D000086663', 'D006801', 'D058873', 'D000086402', 'D064370']","['Antibodies, Viral', 'Aptamers, Nucleotide', 'COVID-19', 'COVID-19 Vaccines', 'Humans', 'Pandemics', 'SARS-CoV-2', 'Spike Glycoprotein, Coronavirus']","The COVID-19 pandemic is among the greatest health and socioeconomic crises in recent history. Although COVID-19 vaccines are being distributed, there remains a need for rapid testing to limit viral spread from infected individuals. We previously identified the SARS-CoV-2 spike protein N-terminal domain (NTD) binding DNA aptamer 1 (SNAP1) for detection of SARS-CoV-2 virus by aptamer-antibody sandwich enzyme-linked immunoassay (ELISA) and lateral flow assay (LFA). In this work, we identify a new aptamer that also binds at the NTD, named SARS-CoV-2 spike protein NTD-binding DNA aptamer 4 (SNAP4). SNAP4 binds with high affinity (<30 nM) for the SARS-CoV-2 spike protein, a 2-fold improvement over SNAP1. Furthermore, we utilized both SNAP1 and SNAP4 in an aptamer sandwich LFA (AptaFlow), which detected SARS-CoV-2 UV-inactivated virus at concentrations as low as 106 copies/mL. AptaFlow costs <$1 per test to produce, provides results in <1 h, and detects SARS-CoV-2 at concentrations that indicate higher viral loads and a high probability of contagious transmission. AptaFlow is a potential approach for a low-cost, convenient antigen test to aid the control of the COVID-19 pandemic.",AA029316,Analytical chemistry,2022
34328683,Discovery and Characterization of Spike N-Terminal Domain-Binding Aptamers for Rapid SARS-CoV-2 Detection.,PMC8426805,"['Kacherovsky N', 'Yang LF', 'Dang HV', 'Cheng EL', 'Cardle II', 'Walls AC', 'McCallum M', 'Sellers DL', 'DiMaio F', 'Salipante SJ', 'Corti D', 'Veesler D', 'Pun SH']",doi:10.1002/anie.202107730,"['SARS-CoV-2', 'aptamers', 'coronavirus', 'cryo-EM', 'immunoassays']","['D052157', 'D000086382', 'D004797', 'D006801', 'D008958', 'D000086402', 'D064370']","['Aptamers, Nucleotide', 'COVID-19', 'Enzyme-Linked Immunosorbent Assay', 'Humans', 'Models, Molecular', 'SARS-CoV-2', 'Spike Glycoprotein, Coronavirus']","The coronavirus disease 2019 (COVID-19) pandemic has devastated families and disrupted healthcare, economies and societies across the globe. Molecular recognition agents that are specific for distinct viral proteins are critical components for rapid diagnostics and targeted therapeutics. In this work, we demonstrate the selection of novel DNA aptamers that bind to the SARS-CoV-2 spike glycoprotein with high specificity and affinity (<80 nM). Through binding assays and high resolution cryo-EM, we demonstrate that SNAP1 (SARS-CoV-2 spike protein N-terminal domain-binding aptamer 1) binds to the S N-terminal domain. We applied SNAP1 in lateral flow assays (LFAs) and ELISAs to detect UV-inactivated SARS-CoV-2 at concentrations as low as 5×105  copies mL-1 . SNAP1 is therefore a promising molecular tool for SARS-CoV-2 diagnostics.",AA029316,Angewandte Chemie (International ed. in English),2021
38306661,Net-Shaped DNA Nanostructure-Based Lateral Flow Assays for Rapid and Sensitive SARS-CoV-2 Detection.,PMC10922791,"['Umrao S', 'Zheng M', 'Jin X', 'Yao S', 'Wang X']",doi:10.1021/acs.analchem.3c03698,[],"['D006801', 'D000086402', 'D000086382', 'D058873', 'D015203', 'D004247', 'D049329', 'D012680']","['Humans', 'SARS-CoV-2', 'COVID-19', 'Pandemics', 'Reproducibility of Results', 'DNA', 'Nanostructures', 'Sensitivity and Specificity']","Lateral flow assay (LFA)-based rapid antigen tests are experiencing extensive global uptake as an expeditious and highly effective modality for the screening of viral infections during the COVID-19 pandemic. While these devices have played a significant role in alleviating the burden on the public healthcare system, their specificity and sensitivity fall short compared with molecular tests. In this study, we endeavor to address both limitations through the utilization of DNA nanotechnology in LFA format, wherein we substitute the target-specific antibody with designer DNA nanostructure-based molecular probes for recognizing the SARS-CoV-2 virus via multivalent, pattern-matching interactions. We meticulously designed a Net-shaped DNA nanostructure and strategically arranged trimeric clusters of aptamers that specifically recognize the spike proteins of SARS-CoV-2. This approach has proven instrumental in bolstering virus-binding affinity on the LFAs. Our findings indicate high LFA sensitivity, enabling the detection of viral loads ranging from 103 to 108 viral copies/mL. This notable sensitivity is maintained across various SARS-CoV-2 viral strains, obviating the need for intricate sample preparation protocols. The significance of this heightened sensitivity lies in the crucial role played by the designer DNA nanostructure, which facilitates the detection of extremely low levels of viral loads. This not only enhances the overall reliability of self-testing but also reduces the likelihood of false-negative results, especially in cases of low viral load within patient samples.",AA029348,Analytical chemistry,2024
38127053,APIPred: An XGBoost-Based Method for Predicting Aptamer-Protein Interactions.,PMC11001522,"['Fang Z', 'Wu Z', 'Wu X', 'Chen S', 'Wang X', 'Umrao S', 'Dwivedy A']",doi:10.1021/acs.jcim.3c00713,[],"['D062105', 'D052157', 'D052156']","['Molecular Docking Simulation', 'Aptamers, Nucleotide', 'SELEX Aptamer Technique']","Aptamers are single-stranded DNA or RNA oligos that can bind to a variety of targets with high specificity and selectivity and thus are widely used in the field of biosensing and disease therapies. Aptamers are generated by SELEX, which is a time-consuming procedure. In this study, using in silico and computational tools, we attempt to predict whether an aptamer can interact with a specific protein target. We present multiple data representations of protein and aptamer pairs and multiple machine-learning-based models to predict aptamer-protein interactions with a fair degree of selectivity. One of our models showed 96.5% accuracy and 97% precision, which are significantly better than those of the previously reported models. Additionally, we used molecular docking and SPR binding assays for two aptamers and the predicted targets as examples to exhibit the robustness of the APIPred algorithm. This reported model can be used for the high throughput screening of aptamer-protein pairs for targeting cancer and rapidly evolving viral epidemics.",AA029348,Journal of chemical information and modeling,2024
37264756,Self-Assembly of DNA Nanostructures in Different Cations.,PMC10538431,"['Rodriguez A', 'Gandavadi D', 'Mathivanan J', 'Song T', 'Madhanagopal BR', 'Talbot H', 'Sheng J', 'Wang X', 'Chandrasekaran AR']",doi:10.1002/smll.202300040,"['DNA nanostructures', 'DNA nanotechnology', 'biostability', 'metal ions', 'self-assembly']","['D036103', 'D009690', 'D049329', 'D004247', 'D002412']","['Nanotechnology', 'Nucleic Acid Conformation', 'Nanostructures', 'DNA', 'Cations']","The programmable nature of DNA allows the construction of custom-designed static and dynamic nanostructures, and assembly conditions typically require high concentrations of magnesium ions that restricts their applications. In other solution conditions tested for DNA nanostructure assembly, only a limited set of divalent and monovalent ions are used so far (typically Mg2+ and Na+ ). Here, we investigate the assembly of DNA nanostructures in a wide variety of ions using nanostructures of different sizes: a double-crossover motif (76 bp), a three-point-star motif (~134 bp), a DNA tetrahedron (534 bp) and a DNA origami triangle (7221 bp). We show successful assembly of a majority of these structures in Ca2+ , Ba2+ , Na+ , K+ and Li+ and provide quantified assembly yields using gel electrophoresis and visual confirmation of a DNA origami triangle using atomic force microscopy. We further show that structures assembled in monovalent ions (Na+ , K+ and Li+ ) exhibit up to a 10-fold higher nuclease resistance compared to those assembled in divalent ions (Mg2+ , Ca2+ and Ba2+ ). Our work presents new assembly conditions for a wide range of DNA nanostructures with enhanced biostability.",AA029348,"Small (Weinheim an der Bergstrasse, Germany)",2023
37205441,Self-assembly of DNA nanostructures in different cations.,PMC10187274,"['Rodriguez A', 'Gandavadi D', 'Mathivanan J', 'Song T', 'Madhanagopal BR', 'Talbot H', 'Sheng J', 'Wang X', 'Chandrasekaran AR']",doi:10.1101/2023.05.04.539416,[],[],[],"The programmable nature of DNA allows the construction of custom-designed static and dynamic nanostructures, and assembly conditions typically require high concentrations of magnesium ions which restricts their applications. In other solution conditions tested for DNA nanostructure assembly, only a limited set of divalent and monovalent ions have been used so far (typically Mg 2+ and Na + ). Here, we investigate the assembly of DNA nanostructures in a wide variety of ions using nanostructures of different sizes: a double-crossover motif (76 bp), a three-point-star motif (∼134 bp), a DNA tetrahedron (534 bp) and a DNA origami triangle (7221 bp). We show successful assembly of a majority of these structures in Ca 2+ , Ba 2+ , Na + , K + and Li + and provide quantified assembly yields using gel electrophoresis and visual confirmation of a DNA origami triangle using atomic force microscopy. We further show that structures assembled in monovalent ions (Na + , K + and Li + ) exhibit up to a 10-fold higher nuclease resistance compared to those assembled in divalent ions (Mg 2+ , Ca 2+ and Ba 2+ ). Our work presents new assembly conditions for a wide range of DNA nanostructures with enhanced biostability.",AA029348,bioRxiv : the preprint server for biology,2023
36963325,Rapid detection of intact SARS-CoV-2 using designer DNA Nets and a pocket-size smartphone-linked fluorimeter.,PMC10019040,"['Lee H', 'Wang W', 'Chauhan N', 'Xiong Y', 'Magazine N', 'Valdescruz O', 'Kim DY', 'Qiu T', 'Huang W', 'Wang X', 'Cunningham BT']",doi:10.1016/j.bios.2023.115228,"['Biosensor', 'COVID-19 testing', 'Designer DNA Nanostructure', 'Point-of-care test', 'Portable fluorometer', 'Smartphone']","['D006801', 'D000086402', 'D000086382', 'D000068997', 'D015374', 'D004247', 'D012680']","['Humans', 'SARS-CoV-2', 'COVID-19', 'Smartphone', 'Biosensing Techniques', 'DNA', 'Sensitivity and Specificity']","Rapid, sensitive, and inexpensive point-of-care diagnosis is vital to controlling highly infectious diseases, including COVID-19. Here, we report the design and characterization of a compact fluorimeter called a ""Virus Pod"" (V-Pod) that enables sensitive self-testing of SARS-CoV-2 viral load in saliva. The rechargeable battery-operated device reads the fluorescence generated by Designer DNA Nanostructures (DDN) when they specifically interact with intact SARS-CoV-2 virions. DDNs are net-shaped self-assembling nucleic acid constructs that provide an array of highly specific aptamer-fluorescent quencher duplexes located at precise positions that match the pattern of spike proteins. The room-temperature assay is performed by mixing the test sample with DNA Net sensor in a conventional PCR tube and placing the tube into the V-Pod. Fluorescent signals are generated when multivalent aptamer-spike binding releases fluorescent quenchers, resulting in rapid (5-min) generation of dose-dependent output. The V-Pod instrument performs laser excitation, fluorescence intensity quantitation, and secure transmission of data to an App via Bluetooth™. We show that the V-Pod and DNA Net assay achieves clinically relevant detection limits of 3.92 × 103 viral-genome-copies/mL for pseudo-typed wild-type SARS-CoV-2 and 1.84 × 104, 9.69 × 104, 6.99 × 104 viral-genome-copies/mL for pathogenic Delta, Omicron, and D614G variants, representing sensitivity similar to laboratory-based PCR. The pocket-sized instrument (∼$294), inexpensive reagent-cost/test ($1.26), single-step, rapid sample-to-answer, and quantitative output represent a capability that is compatible with the needs of frequent self-testing in a consumer-friendly format that can link with medical service systems such as healthcare providers, contact tracing, and infectious disease reporting.",AA029348,Biosensors & bioelectronics,2023
