pub_ID,title,authors,dois,keywords,grant_num
33566573,A Portable Magnetic Particle Spectrometer for Future Rapid and Wash-Free Bioassays.,"['Wu K', 'Chugh VK', 'di Girolamo A', 'Liu J', 'Saha R', 'Su D', 'Krishna VD', 'Nair A', 'Davies W', 'Wang YA', 'Cheeran MC', 'Wang JP']",doi: 10.1021/acsami.0c21040,"['bioassay', 'magnetic particle spectrometer', 'point-of-care', 'portable', 'wash-free']",DE030832
37279751,Nucleic acid biomarkers of immune response and cell and tissue damage in children with COVID-19 and MIS-C.,"['Loy CJ', 'Sotomayor-Gonzalez A', 'Servellita V', 'Nguyen J', 'Lenz J', 'Bhattacharya S', 'Williams ME', 'Cheng AP', 'Bliss A', 'Saldhi P', 'Brazer N', 'Streithorst J', 'Suslovic W', 'Hsieh CJ', 'Bahar B', 'Wood N', 'Foresythe A', 'Gliwa A', 'Bhakta K', 'Perez MA', 'Hussaini L', 'Anderson EJ', 'Chahroudi A', 'Delaney M', 'Butte AJ', 'DeBiasi RL', 'Rostad CA', 'De Vlaminck I', 'Chiu CY']",doi: 10.1016/j.xcrm.2023.101034,"['DNA damage', 'RNA sequencing', 'RNA-seq', 'SARS-CoV-2', 'bisulfite sequencing', 'cell damage', 'cell-free DNA', 'cell-free RNA', 'clinical severity', 'coronavirus disease 2019', 'disease biomarkers', 'host response', 'immune response', 'multisystem inflammatory syndrome in children', 'nucleic acid sequencing', 'pediatric', 'signaling pathways', 'systems biology', 'tissue damage', 'whole-blood RNA']",HD105618
36134603,Neutralizing Immunity Induced Against the Omicron BA.1 and BA.2 Variants in Vaccine Breakthrough Infections.,"['Brazer N', 'Morris MK', 'Servellita V', 'Anglin K', 'Saldhi P', 'Garcia-Knight M', 'Bethancourt S', 'Sotomayor-Gonzalez A', 'Wang B', 'Foresythe A', 'Nguyen J', 'Gliwa AS', 'Pineda-Ramirez J', 'Sanchez RD', 'Zhang Y', 'Ott M', 'Wadford DA', 'Andino R', 'Kelly JD', 'Hanson C', 'Chiu CY']",doi: 10.1093/infdis/jiac384,"['COVID-19', 'Omicron BA.1', 'Omicron BA.2', 'and Delta SARS-CoV-2 variants', 'breakthrough infection', 'neutralizing antibodies', 'vaccine boosting']",HD105618
34889874,Comparison of First and Second Wave Cohorts of Multisystem Inflammatory Disease Syndrome IN Children.,"['Harahsheh AS', 'Sharron MP', 'Bost JE', 'Ansusinha E', 'Wessel D', 'DeBiasi RL', 'Children’s National Hospital MIS-C Taskforce']",doi: 10.1097/INF.0000000000003388,No keywords,HD105618
34348808,Cardiac echocardiogram findings of severe acute respiratory syndrome coronavirus-2-associated multi-system inflammatory syndrome in children.,"['Harahsheh AS', 'Krishnan A', 'DeBiasi RL', 'Olivieri LJ', 'Spurney C', 'Donofrio MT', 'Cross RR', 'Sharron MP', 'Frank LH', 'Berul CI', 'Christopher A', 'Dham N', 'Srinivasalu H', 'Ronis T', 'Smith KL', 'Kline JN', 'Parikh K', 'Wessel D', 'Bost JE', 'Litt S', 'Austin A', 'Zhang J', 'Sable CA']",doi: 10.1017/S1047951121003024,"['2019 coronavirus disease pandemic', 'Paediatric multisystem inflammatory syndrome temporally associated with 2019 coronavirus disease', 'coronary artery', 'multi-system inflammatory syndrome in children', 'myocarditis', 'paediatric cardiology']",HD105618
33521749,"Cell-free DNA tissues of origin by methylation profiling reveals significant cell, tissue, and organ-specific injury related to COVID-19 severity.","['Cheng AP', 'Cheng MP', 'Gu W', 'Sesing Lenz J', 'Hsu E', 'Schurr E', 'Bourque G', 'Bourgey M', 'Ritz J', 'Marty FM', 'Chiu CY', 'Vinh DC', 'De Vlaminck I']",doi: 10.1016/j.medj.2021.01.001,"['COVID-19', 'SARS-CoV-2', 'cell-free DNA', 'disease severity', 'liquid biopsy', 'methylation', 'tissue injury']",HD105618
36908050,Variation in Early Anakinra Use and Short-Term Outcomes in Multisystem Inflammatory Syndrome in Children.,"['Chang JC', 'Young CC', 'Muscal E', 'Sexson Tejtel SK', 'Newhams MM', 'Kucukak S', 'Crandall H', 'Maddux AB', 'Rowan CM', 'Halasa NB', 'Harvey HA', 'Hobbs CV', 'Hall MW', 'Kong M', 'Aguiar CL', 'Schuster JE', 'Fitzgerald JC', 'Singh AR', 'Wellnitz K', 'Nofziger RA', 'Cvijanovich NZ', 'Mack EH', 'Schwarz AJ', 'Heidemann SM', 'Newburger JW', 'Zambrano LD', 'Campbell AP', 'Patel MM', 'Randolph AG', 'Son MBF', 'Overcoming COVID-19 Investigators']",doi: 10.1002/art.42495,No keywords,HD105593
36854096,Association of Area Deprivation Index With Severity of COVID-19 in Pediatric Patients: A Multisite Study of Racially and Ethnically Diverse Children.,"['Acosta S', 'Suresh S', 'Ettinger AK', 'Savorgnan F', 'Annapragada A', 'Kannikeswaran N', 'Sethuraman U']",doi: 10.1097/INF.0000000000003888,No keywords,HD105593
36326636,Convalescent plasma in hospitalized pediatric and obstetric coronavirus disease 2019 (COVID-19) patients.,"['Ikeda S', 'Benzi E', 'Hensch LA', 'Devaraj S', 'Hui SR', 'Gandhi M', 'Fox KA', 'Teruya J', 'Munoz FM']",doi: 10.1111/ped.15407,"['COVID-19', 'COVID-19 serotherapy', 'SARS-CoV-2', 'child', 'pregnancy']",HD105593
35568731,Physiologic profile associated with severe multisystem inflammatory syndrome in children: a retrospective study.,"['Savorgnan F', 'Moreira A', 'Moreira A', 'Annapragada A', 'Sexson Tejtel SK', 'Flores S', 'Rusin CG', 'Shekerdemian L', 'Acosta S']",doi: 10.1038/s41390-022-02108-6,No keywords,HD105593
35507775,"Comparison of Laboratory and Hemodynamic Time Series Data Across Original, Alpha, and Delta Variants in Patients With Multisystem Inflammatory Syndrome in Children.","['Jain PN', 'Acosta S', 'Annapragada A', 'Checchia PA', 'Moreira A', 'Muscal E', 'Sartain SE', 'Tejtel SKS', 'Vogel TP', 'Shekerdemian L', 'Rusin CG']",doi: 10.1097/PCC.0000000000002976,No keywords,HD105593
35439401,Misleading nomenclature of units of WHO materials used for standardization of SARS COv-2 serology.,"['Hansen YBL', 'Furuta K', 'Devaraj S', 'Yilmaz FM', 'Nordin G']",doi: 10.1515/cclm-2022-0082,"['SARS CoV-2 antibody', 'WHO', 'certified reference material', 'measurement unit']",HD105593
35357347,Vasoplegic Shock Represents a Dominant Hemodynamic Profile of Multisystem Inflammatory Syndrome Following COVID-19 in Children and Adolescents.,"['Alali A', ""O'Neil E"", 'Anders M', 'Abella J', 'Shekerdemian LS', 'Vogel TP', 'Sexson Tejtel K', 'Tume SC']",doi: 10.1097/PCC.0000000000002954,No keywords,HD105593
35344047,Outcomes After SARS-CoV-2 Vaccination Among Children With a History of Multisystem Inflammatory Syndrome.,"['Wisniewski M', 'Chun A', 'Volpi S', 'Muscal E', 'Sexson Tejtel SK', 'Munoz F', 'Vogel TP']",doi: 10.1001/jamanetworkopen.2022.4750,No keywords,HD105593
34977312,SARSCoV-2 serostatus amongst vaccinated employees at a pediatric hospital system.,"['Devaraj S', 'Poventud-Fuentes I', 'Girotto M', 'Monroe J', 'Boom J', 'Delclos G', 'Versalovic J']",doi: 10.1016/j.plabm.2021.e00261,"['Antibody', 'COVID', 'Employee', 'SARS-CoV-2', 'Serology', 'Vaccine']",HD105593
34911654,SARS-CoV-2 anti-spike antibodies after vaccination in pediatric heart transplantation: A first report.,"['Spinner JA', 'Julien CL', 'Olayinka L', 'Dreyer WJ', 'Bocchini CE', 'Munoz FM', 'Devaraj S']",doi: 10.1016/j.healun.2021.11.001,"['SARS-CoV-2', 'pediatric heart transplant']",HD105593
34560062,Analytical and clinical performance of cPass neutralizing antibodies assay.,"['Jung J', 'Rajapakshe D', 'Julien C', 'Devaraj S']",doi: 10.1016/j.clinbiochem.2021.09.008,"['SARS CoV-2 antibody', 'SARS-CoV-2 serology']",HD105593
34022420,Population stratification enables modeling effects of reopening policies on mortality and hospitalization rates.,"['Huang T', 'Chu Y', 'Shams S', 'Kim Y', 'Annapragada AV', 'Subramanian D', 'Kakadiaris I', 'Gottlieb A', 'Jiang X']",doi: 10.1016/j.jbi.2021.103818,"['COVID-19', 'Epidemic forecasting model', 'Reopening policy', 'Risk stratification', 'SIR', 'SIR-HCD']",HD105593
33949910,Immune thrombocytopenia following multisystem inflammatory syndrome in children (MIS-C) - a case series.,"['Kok EY', 'Srivaths L', 'Grimes AB', 'Vogel TP', 'Sexson Tejtel SK', 'Muscal E']",doi: 10.1080/08880018.2021.1917737,"['COVID-19', 'ITP', 'MIS-C', 'SARS-CoV-2', 'novel coronavirus']",HD105593
33754452,Multisystem inflammatory syndrome in children associated with SARS-CoV-2 in a solid organ transplant recipient.,"['Petters LM', 'Vogel TP', 'Munoz FM', 'Hernandez JA', 'Koohmaraie S', 'Nowicki MJ', 'Zumbro CE', 'Mysore KR']",doi: 10.1111/ajt.16572,"['clinical research/practice', 'complication', 'infection and infectious agents - viral', 'infectious disease', 'liver transplantation/hepatology', 'pediatrics']",HD105593
33654130,Altered metabolic and inflammatory transcriptomics after cardiac surgery in neonates with congenital heart disease.,"['Jain PN', 'Robertson M', 'Lasa JJ', 'Shekerdemian L', 'Guffey D', 'Zhang Y', 'Lingappan K', 'Checchia P', 'Coarfa C']",doi: 10.1038/s41598-021-83882-x,No keywords,HD105593
33640145,"Multisystem inflammatory syndrome in children and adults (MIS-C/A): Case definition & guidelines for data collection, analysis, and presentation of immunization safety data.","['Vogel TP', 'Top KA', 'Karatzios C', 'Hilmers DC', 'Tapia LI', 'Moceri P', 'Giovannini-Chami L', 'Wood N', 'Chandler RE', 'Klein NP', 'Schlaudecker EP', 'Poli MC', 'Muscal E', 'Munoz FM']",doi: 10.1016/j.vaccine.2021.01.054,"['Adults', 'Adverse event', 'Case definition', 'Children', 'Guidelines', 'Immunization', 'MIS-A', 'MIS-C', 'Multisystem inflammatory syndrome']",HD105593
33067221,Defining the Cytokine Storm Syndrome of COVID-19: Role of the Clinical Laboratory.,"['Jialal I', 'Devaraj S']",,No keywords,HD105593
32956703,Clinical performance of a semi-quantitative assay for SARS-CoV2 IgG and SARS-CoV2 IgM antibodies.,"['Jung J', 'Garnett E', 'Jariwala P', 'Pham H', 'Huang R', 'Benzi E', 'Issaq N', 'Matzuk M', 'Singh I', 'Devaraj S']",doi: 10.1016/j.cca.2020.09.023,"['IgG, IgM', 'SARS CoV-2 antibody', 'Serology', 'Validation']",HD105593
32864699,Clinical Validation and Performance Evaluation of the Automated Vitros Total Anti-SARS-CoV-2 Antibodies Assay for Screening of Serostatus in COVID-19.,"['Garnett E', 'Jung J', 'Tam E', 'Rajapakshe D', 'Cheney S', 'Brown C', 'Cao J', 'Muldrew K', 'Singh I', 'Versalovic J', 'Devaraj S']",doi: 10.1093/ajcp/aqaa157,"[' Serology', 'Coronavirus', 'IgG', 'IgM', 'SARS CoV-2 antibody', 'alidation']",HD105593
32855191,Design of 3D-Printed Nasopharyngeal Swabs for Children is Enabled by Radiologic Imaging.,"['Starosolski Z', 'Admane P', 'Dunn J', 'Kaziny B', 'Huisman TAGM', 'Annapragada A']",doi: 10.3174/ajnr.A6794,No keywords,HD105593
35822346,A consensus conference to define the utility of advanced infectious disease diagnostics in solid organ transplant recipients.,"['Azar MM', 'Turbett S', 'Gaston D', 'Gitman M', 'Razonable R', 'Koo S', 'Hanson K', 'Kotton C', 'Silveira F', 'Banach DB', 'Basu SS', 'Bhaskaran A', 'Danziger-Isakov L', 'Bard JD', 'Gandhi R', 'Hanisch B', 'John TM', 'Odom John AR', 'Letourneau AR', 'Luong ML', 'Maron G', 'Miller S', 'Prinzi A', 'Schwartz I', 'Simner P', 'Kumar D', 'Transplant ID Diagnostics Consensus Conference Working Group']",doi: 10.1111/ajt.17147,"['clinical research/practice', 'diagnostic techniques and imaging', 'infection and infectious agents', 'infectious disease', 'organ transplantation in general', 'translational research/science']",HD105594
35373072,Evidence for SARS-CoV-2 Spike Protein in the Urine of COVID-19 Patients.,"['George S', 'Pal AC', 'Gagnon J', 'Timalsina S', 'Singh P', 'Vydyam P', 'Munshi M', 'Chiu JE', 'Renard I', 'Harden CA', 'Ott IM', 'Watkins AE', 'Vogels CBF', 'Lu P', 'Tokuyama M', 'Venkataraman A', 'Casanovas-Massana A', 'Wyllie AL', 'Rao V', 'Campbell M', 'Farhadian SF', 'Grubaugh ND', 'Dela Cruz CS', 'Ko AI', 'Berna Perez AZ', 'Akaho EH', 'Moledina DG', 'Testani J', 'John AR', 'Ledizet M', 'Mamoun CB', 'and the Yale IMPACT Team']",doi: 10.34067/KID.0002172021,"['COVID-19', 'SARS-CoV-2', 'acute kidney injury and ICU nephrology', 'body fluids', 'coronavirus', 'enzyme-linked immunosorbent assay', 'spike glycoprotein', 'spike protein', 'viral envelope proteins']",HD105594
35368385,"IL-1 receptor antagonist, MIS-C, and the peculiar autoimmunity of SARS-CoV-2.","['Bassiri H', 'Canna SW']",doi: 10.1016/S2665-9913(22)00090-X,No keywords,HD105594
35118829,American College of Rheumatology Clinical Guidance for Multisystem Inflammatory Syndrome in Children Associated With SARS-CoV-2 and Hyperinflammation in Pediatric COVID-19: Version 3.,"['Henderson LA', 'Canna SW', 'Friedman KG', 'Gorelik M', 'Lapidus SK', 'Bassiri H', 'Behrens EM', 'Kernan KF', 'Schulert GS', 'Seo P', 'Son MBF', 'Tremoulet AH', 'VanderPluym C', 'Yeung RSM', 'Mudano AS', 'Turner AS', 'Karp DR', 'Mehta JJ']",doi: 10.1002/art.42062,No keywords,HD105594
34973333,"Enzymatic and structural characterization of HAD5, an essential phosphomannomutase of malaria-causing parasites.","['Frasse PM', 'Miller JJ', 'Polino AJ', 'Soleimani E', 'Zhu JS', 'Jakeman DL', 'Jez JM', 'Goldberg DE', 'Odom John AR']",doi: 10.1016/j.jbc.2021.101550,"['carbohydrate metabolism', 'crystal structure', 'drug development', 'glycosylphosphatidylinositol (GPI) anchor', 'haloacid dehalogenase (HAD)', 'malaria', 'parasite', 'phosphomannomutase']",HD105594
34969107,Breath Metabolites to Diagnose Infection.,"['Berna AZ', 'Odom John AR']",doi: 10.1093/clinchem/hvab218,No keywords,HD105594
34893640,Proteomic profiling of MIS-C patients indicates heterogeneity relating to interferon gamma dysregulation and vascular endothelial dysfunction.,"['Diorio C', 'Shraim R', 'Vella LA', 'Giles JR', 'Baxter AE', 'Oldridge DA', 'Canna SW', 'Henrickson SE', 'McNerney KO', 'Balamuth F', 'Burudpakdee C', 'Lee J', 'Leng T', 'Farrel A', 'Lambert MP', 'Sullivan KE', 'Wherry EJ', 'Teachey DT', 'Bassiri H', 'Behrens EM']",doi: 10.1038/s41467-021-27544-6,No keywords,HD105594
34852866,Evolution of severe acute respiratory coronavirus virus 2 (SARS-CoV-2) seroprevalence among employees of a US academic children's hospital during coronavirus disease 2019 (COVID-19) pandemic.,"['Fisher BT', 'Sharova A', 'Boge CLK', 'Gouma S', 'Kamrin A', 'Blumenstock J', 'Shuster S', 'Gianchetti L', 'Collins D', 'Akaho E', 'Weirick ME', 'McAllister CM', 'Bolton MJ', 'Arevalo CP', 'Goodwin EC', 'Anderson EM', 'Christensen SR', 'Balamuth F', 'John ARO', 'Li Y', 'Coffin S', 'Gerber JS', 'Hensley SE']",doi: 10.1017/ice.2021.487,No keywords,HD105594
34692237,Current Insights Into the Pathophysiology of Multisystem Inflammatory Syndrome in Children.,"['Vella LA', 'Rowley AH']",doi: 10.1007/s40124-021-00257-6,"['Inflammatory syndrome', 'Kawasaki disease', 'MIS-C', 'Pediatric', 'SARS-CoV-2']",HD105594
34648302,mRNA vaccines induce durable immune memory to SARS-CoV-2 and variants of concern.,"['Goel RR', 'Painter MM', 'Apostolidis SA', 'Mathew D', 'Meng W', 'Rosenfeld AM', 'Lundgreen KA', 'Reynaldi A', 'Khoury DS', 'Pattekar A', 'Gouma S', 'Kuri-Cervantes L', 'Hicks P', 'Dysinger S', 'Hicks A', 'Sharma H', 'Herring S', 'Korte S', 'Baxter AE', 'Oldridge DA', 'Giles JR', 'Weirick ME', 'McAllister CM', 'Awofolaju M', 'Tanenbaum N', 'Drapeau EM', 'Dougherty J', 'Long S', ""D'Andrea K"", 'Hamilton JT', 'McLaughlin M', 'Williams JC', 'Adamski S', 'Kuthuru O', 'UPenn COVID Processing Unit‡', 'Frank I', 'Betts MR', 'Vella LA', 'Grifoni A', 'Weiskopf D', 'Sette A', 'Hensley SE', 'Davenport MP', 'Bates P', 'Luning Prak ET', 'Greenplate AR', 'Wherry EJ']",doi: 10.1126/science.abm0829,No keywords,HD105594
34432021,Emerging SARS-CoV-2 Diversity Revealed by Rapid Whole-Genome Sequence Typing.,"['Moustafa AM', 'Planet PJ']",doi: 10.1093/gbe/evab197,"['COVID-19', 'clonal complex', 'lineages', 'machine learning', 'nomenclature', 'wgMLST']",HD105594
34365798,Skewed Cytokine Responses Rather Than the Magnitude of the Cytokine Storm May Drive Cardiac Dysfunction in Multisystem Inflammatory Syndrome in Children.,"['Chang JC', 'Matsubara D', 'Morgan RW', 'Diorio C', 'Nadaraj S', 'Teachey DT', 'Bassiri H', 'Behrens EM', 'Banerjee A']",doi: 10.1161/JAHA.121.021428,"['COVID‐19', 'cytokine storm', 'echocardiography', 'multisystem inflammatory syndrome in children', 'myocardial deformation']",HD105594
34319698,Reproducible Breath Metabolite Changes in Children with SARS-CoV-2 Infection.,"['Berna AZ', 'Akaho EH', 'Harris RM', 'Congdon M', 'Korn E', 'Neher S', ""M'Farrej M"", 'Burns J', 'Odom John AR']",doi: 10.1021/acsinfecdis.1c00248,"['COVID-19', 'SARS-CoV-2', 'biomarkers', 'breath', 'discovery', 'pediatrics']",HD105594
34254040,Comparative Analysis of Emerging B.1.1.7+E484K SARS-CoV-2 Isolates.,"['Moustafa AM', 'Bianco C', 'Denu L', 'Ahmed A', 'Coffin SE', 'Neide B', 'Everett J', 'Reddy S', 'Rabut E', 'Deseignora J', 'Feldman MD', 'Rodino KG', 'Bushman F', 'Harris RM', 'Chang Mell J', 'Planet PJ']",doi: 10.1093/ofid/ofab300,"['B.1.1.7+E484K', 'convergent', 'escape mutation', 'vaccine', 'variant of concern']",HD105594
34017137,CD8(+) T cells contribute to survival in patients with COVID-19 and hematologic cancer.,"['Bange EM', 'Han NA', 'Wileyto P', 'Kim JY', 'Gouma S', 'Robinson J', 'Greenplate AR', 'Hwee MA', 'Porterfield F', 'Owoyemi O', 'Naik K', 'Zheng C', 'Galantino M', 'Weisman AR', 'Ittner CAG', 'Kugler EM', 'Baxter AE', 'Oniyide O', 'Agyekum RS', 'Dunn TG', 'Jones TK', 'Giannini HM', 'Weirick ME', 'McAllister CM', 'Babady NE', 'Kumar A', 'Widman AJ', 'DeWolf S', 'Boutemine SR', 'Roberts C', 'Budzik KR', 'Tollett S', 'Wright C', 'Perloff T', 'Sun L', 'Mathew D', 'Giles JR', 'Oldridge DA', 'Wu JE', 'Alanio C', 'Adamski S', 'Garfall AL', 'Vella LA', 'Kerr SJ', 'Cohen JV', 'Oyer RA', 'Massa R', 'Maillard IP', 'Maxwell KN', 'Reilly JP', 'Maslak PG', 'Vonderheide RH', 'Wolchok JD', 'Hensley SE', 'Wherry EJ', 'Meyer NJ', 'DeMichele AM', 'Vardhana SA', 'Mamtani R', 'Huang AC']",doi: 10.1038/s41591-021-01386-7,No keywords,HD105594
33907759,Proteomic Profiling of MIS-C Patients Reveals Heterogeneity Relating to Interferon Gamma Dysregulation and Vascular Endothelial Dysfunction.,"['Diorio C', 'Shraim R', 'Vella LA', 'Giles JR', 'Baxter AE', 'Oldridge DA', 'Canna SW', 'Henrickson SE', 'McNerney KO', 'Balamuth F', 'Burudpakdee C', 'Lee J', 'Leng T', 'Farrell A', 'Lambert MP', 'Sullivan KE', 'John Wherry E', 'Teachey DT', 'Bassiri H', 'Behrens EM']",pii: 2021.04.13.21255439. doi: 10.1101/2021.04.13.21255439,No keywords,HD105594
33852639,Discrimination of SARS-CoV-2 infected patient samples by detection dogs: A proof of concept study.,"['Essler JL', 'Kane SA', 'Nolan P', 'Akaho EH', 'Berna AZ', 'DeAngelo A', 'Berk RA', 'Kaynaroglu P', 'Plymouth VL', 'Frank ID', 'Weiss SR', 'Odom John AR', 'Otto CM']",doi: 10.1371/journal.pone.0250158,No keywords,HD105594
33819338,Concordance of Upper and Lower Respiratory Tract Samples for SARS-CoV-2 in Pediatric Patients: Research Letter.,"['Lin EE', 'Akaho EH', 'Sobilo A', 'Blatz AM', 'Otto WR', 'Odom John AR']",doi: 10.1097/ALN.0000000000003765,No keywords,HD105594
33778091,Cutaneous Findings in SARS-CoV-2-Associated Multisystem Inflammatory Disease in Children.,"['Blatz AM', 'Oboite M', 'Chiotos K', 'Castelo-Soccio L', 'Odom John AR', 'Children’s Hospital of Philadelphia MIS-C Research Collaborative']",doi: 10.1093/ofid/ofab074,"['MIS-C', 'SARS-CoV-2', 'pediatric infectious diseases', 'rash']",HD105594
33653907,Deep immune profiling of MIS-C demonstrates marked but transient immune activation compared to adult and pediatric COVID-19.,"['Vella LA', 'Giles JR', 'Baxter AE', 'Oldridge DA', 'Diorio C', 'Kuri-Cervantes L', 'Alanio C', 'Pampena MB', 'Wu JE', 'Chen Z', 'Huang YJ', 'Anderson EM', 'Gouma S', 'McNerney KO', 'Chase J', 'Burudpakdee C', 'Lee JH', 'Apostolidis SA', 'Huang AC', 'Mathew D', 'Kuthuru O', 'Goodwin EC', 'Weirick ME', 'Bolton MJ', 'Arevalo CP', 'Ramos A', 'Jasen CJ', 'Conrey PE', 'Sayed S', 'Giannini HM', ""D'Andrea K"", 'UPenn COVID Processing Unit', 'Meyer NJ', 'Behrens EM', 'Bassiri H', 'Hensley SE', 'Henrickson SE', 'Teachey DT', 'Betts MR', 'Wherry EJ']",doi: 10.1126/sciimmunol.abf7570,No keywords,HD105594
37290536,Kawasaki Disease in the Time of COVID-19 and MIS-C - The International Kawasaki Disease Registry.,"['Harahsheh AS', 'Shah S', 'Dallaire F', 'Manlhiot C', 'Khoury M', 'Lee S', 'Fabi M', 'Mauriello D', 'Selamet Tierney ES', 'Sabati AA', 'Dionne A', 'Dahdah N', 'Choueiter N', 'Thacker D', 'Giglia TM', 'Truong DT', 'Jain S', 'Portman M', 'Orr WB', 'Harris TH', 'Szmuszkovicz JR', 'Farid P', 'McCrindle BW', 'International Kawasaki Disease Registry (IKDR)']",pii: S0828-282X(23)00451-8. doi: 10.1016/j.cjca.2023.06.001,"['2019 novel coronavirus disease (COVID-19) pandemic', 'Kawasaki disease', 'Multisystem Inflammatory Syndrome in Children (MIS-C)', 'Pediatric Multisystem Inflammatory Syndrome temporally associated with COVID-19 (PIMS)', 'coronary artery abnormality']",HD105591
36947454,SARS-CoV-2 Variants and Multisystem Inflammatory Syndrome in Children.,"['McCrindle BW', 'Harahsheh AS', 'Handoko R', 'Raghuveer G', 'Portman MA', 'Khoury M', 'Newburger JW', 'Lee S', 'Jain SS', 'Khare M', 'Dahdah N', 'Manlhiot C', 'International Kawasaki Disease Registry']",doi: 10.1056/NEJMc2215074,No keywords,HD105591
36455760,Management of Multisystem Inflammatory Syndrome in Children: Decision-Making Regarding a New Condition in the Absence of Clinical Trial Data.,"['Harahsheh AS', 'Portman MA', 'Khoury M', 'Elias MD', 'Lee S', 'Lin J', 'McCrindle BW']",doi: 10.1016/j.cjca.2022.11.011,No keywords,HD105591
36082611,Examining the Association Between MIS-C and the Child Opportunity Index at a Single Center.,"['Tyris J', 'Boggs K', 'Bost J', 'Dixon G', 'Gayle T', 'Harahsheh AS', 'Sharron MP', 'Majumdar S', 'Krishnan A', 'Smith K', 'Goyal MK', 'Parikh K']",doi: 10.1542/hpeds.2022-006524,No keywords,HD105591
35624313,Kawasaki Disease Arab Initiative [Kawarabi]: Establishment and Results of a Multicenter Survey.,"['Arab Y', 'Choueiter N', 'Dahdah N', 'El-Kholy N', 'Abu Al-Saoud SY', 'Abu-Shukair ME', 'Agha HM', 'Al-Saloos H', 'Al Senaidi KS', 'Alzyoud R', 'Bouaziz A', 'Boukari R', 'El Ganzoury MM', 'Elmarsafawy HM', 'ELrugige N', 'Fitouri Z', 'Ladj MS', 'Mouawad P', 'Salih AF', 'Rojas RG', 'Harahsheh AS']",doi: 10.1007/s00246-022-02844-w,"['Arab', 'Cardiac complications', 'Kawasaki disease', 'Multicenter collaborative', 'Registry', 'Survey']",HD105591
35102392,Kawasaki Disease Outcomes: It's Not Just the Heart!,['Harahsheh AS'],doi: 10.1542/hpeds.2021-006466,No keywords,HD105591
34889874,Comparison of First and Second Wave Cohorts of Multisystem Inflammatory Disease Syndrome IN Children.,"['Harahsheh AS', 'Sharron MP', 'Bost JE', 'Ansusinha E', 'Wessel D', 'DeBiasi RL', 'Children’s National Hospital MIS-C Taskforce']",doi: 10.1097/INF.0000000000003388,No keywords,HD105591
34348808,Cardiac echocardiogram findings of severe acute respiratory syndrome coronavirus-2-associated multi-system inflammatory syndrome in children.,"['Harahsheh AS', 'Krishnan A', 'DeBiasi RL', 'Olivieri LJ', 'Spurney C', 'Donofrio MT', 'Cross RR', 'Sharron MP', 'Frank LH', 'Berul CI', 'Christopher A', 'Dham N', 'Srinivasalu H', 'Ronis T', 'Smith KL', 'Kline JN', 'Parikh K', 'Wessel D', 'Bost JE', 'Litt S', 'Austin A', 'Zhang J', 'Sable CA']",doi: 10.1017/S1047951121003024,"['2019 coronavirus disease pandemic', 'Paediatric multisystem inflammatory syndrome temporally associated with 2019 coronavirus disease', 'coronary artery', 'multi-system inflammatory syndrome in children', 'myocarditis', 'paediatric cardiology']",HD105591
36751905,Geographic Trends in Pediatric Psychotropic Medication Dispensing Before and After the Start of the COVID-19 Pandemic.,"['Bushnell G', 'Sun JW', 'dosReis S', 'Camelo Castillo W', 'Czaja AS', 'Durrieu G', 'Gerhard T', 'Lee H', 'Kaguelidou F', 'Pudasainee-Kapri S', 'Raman SR', 'Spence O', 'Horton DB']",doi: 10.1176/appi.ps.20220314,"['Adolescence', 'COVID-19', 'General child psychiatry', 'Psychopharmacology', 'Psychotropic drugs', 'Trends']",HD105619
35957814,Editorial: Insights in pediatric Endocrinology: 2021.,"['Radovick S', 'Misra M']",doi: 10.3389/fendo.2022.977912,"['GnRH agonist', 'Turner syndrome', 'adrenal insufficiency', 'estrogen replacement therapy', 'pituitary', 'precocious puberty']",HD105619
35230433,Equity and the Hazard of Veiled Injustice: A Methodological Reflection on Risk Adjustment.,"['Kleinman LC', 'Howell EA']",pii: e2020045948G. doi: 10.1542/peds.2020-045948G,No keywords,HD105619
35073931,Dichotomy between the humoral and cellular responses elicited by mRNA and adenoviral vector vaccines against SARS-CoV-2.,"['Ukey R', 'Bruiners N', 'Mishra H', 'Mishra PK', 'McCloskey D', 'Onyuka A', 'Chen F', 'Pinter A', 'Weiskopf D', 'Sette A', 'Roy J', 'Gaur S', 'Gennaro ML']",doi: 10.1186/s12916-022-02252-0,"['Ad26.COV2.S', 'Antibody binding', 'Antigen-specific B cells', 'Antigen-specific T cells', 'BNT162b2', 'Neutralizing antibodies', 'mRNA-1273']",HD105619
