pm_id,title,pmc_id,authors,doi,keywords,mesh_ids,mesh_terms,project_serial_num,journal_name,publication_year
37140576,Intraoperative Fraction of Inspired Oxygen and Lung Injury in Coronary Artery Bypass Grafting: Study Protocol for a Randomised Controlled Trial.,PMC10210611,"""Song K, Wang S, Han J, Jiang L, Xu J, Akca O, Adkins K, Koenig HM, Slaughter MS, Clifford SP, Huang Y, Huang J""",doi:10.5152/TJAR.2023.22974,,,,TR003787,Turkish journal of anaesthesiology and reanimation,2023
36815760,Analysis of a Broad Range of Carbonyl Metabolites in Exhaled Breath by UHPLC-MS.,,"""Xie Z, Morris JD, Mattingly SJ, Sutaria SR, Huang J, Nantz MH, Fu XA""",doi:10.1021/acs.analchem.2c04604,,"""D002851, D012825, D055549, D000447, D007659, D001944""","""Chromatography, High Pressure Liquid, Silicon, Volatile Organic Compounds, Aldehydes, Ketones, Breath Tests""",TR003787,Analytical chemistry,2023
36424825,Cardiovascular Effects of Environmental Metal Antimony: Redox Dyshomeostasis as the Key Pathogenic Driver.,PMC10402706,"""Tan Y, El-Kersh K, Watson SE, Wintergerst KA, Huang J, Cai L""",doi:10.1089/ars.2022.0185,"""antimony toxicity, cardiovascular diseases, metal cardiotoxicity, redox imbalance""","""D006801, D000368, D000965, D044127, D008670, D010084, D002318, D002319""","""Humans, Aged, Antimony, Epigenesis, Genetic, Metals, Oxidation-Reduction, Cardiovascular Diseases, Cardiovascular System""",TR003787,Antioxidants & redox signaling,2023
36184474,Correlations of Before and After Event Echocardiographic Parameters with Troponin and BNP in Hospitalized COVID-19 Patients With Cardiovascular Events.,PMC9436869,"""Furmanek S, Salunkhe V, Pahwa S, Samanapally H, Nathala P, Xu Q, Ali T, Deepti F, Glynn A, McGuffin T, Titus D, Farah I, Jones CM, Ramirez JA, Clifford SP, Arnold FW, Kong M, Roser L, Huang J, Center of Excellence for Research in Infectious Diseases Coronavirus Study Group on behalf of the COVID-19 CardioVascular Research Group""",doi:10.1053/j.jvca.2022.08.024,,"""D006801, D014336, D000086382, D020097, D004452, D002318, D015415""","""Humans, Troponin, COVID-19, Natriuretic Peptide, Brain, Echocardiography, Cardiovascular Diseases, Biomarkers""",TR003787,Journal of cardiothoracic and vascular anesthesia,2022
36122736,Overview of the cardiovascular effects of environmental metals: New preclinical and clinical insights.,PMC9941893,"""Huang J, El-Kersh K, Mann KK, James KA, Cai L""",doi:10.1016/j.taap.2022.116247,"""Cardiovascular diseases, Epidemiological evidence, Metal toxicities, Pulmonary hypertension, arsenics, cadmium""","""D000818, D001151, D002104, D002318, D004781, D008055, D019216, D051379""","""Animals, Arsenic, Cadmium, Cardiovascular Diseases, Environmental Exposure, Lipids, Metals, Heavy, Mice""",TR003787,Toxicology and applied pharmacology,2022
35711435,Differential Functional Responses of Neutrophil Subsets in Severe COVID-19 Patients.,PMC9197482,"""McLeish KR, Shrestha R, Vashishta A, Rane MJ, Barati MT, Brier ME, Lau MG, Hu X, Chen O, Wessel CR, Spalding T, Bush SE, Ijemere K, Hopkins CD, Cooke EA, Tandon S, Manning T, Uriarte SM, Huang J, Yan J""",doi:10.3389/fimmu.2022.879686,"""COVID-19, NET formation, T cell proliferation, exocytosis, low density neutrophil, neutrophil, respiratory burst""","""D000086382, D065206, D006801, D009504, D016897, D000086402""","""COVID-19, Extracellular Traps, Humans, Neutrophils, Respiratory Burst, SARS-CoV-2""",TR003787,Frontiers in immunology,2022
34972624,Ketamine for Monitored Anesthesia Care During Transcatheter Aortic Valve Replacement.,PMC9018505,"""Zhao CB, Yu J, Kong M, Han J, Du H, Huang J""",doi:10.1016/j.jopan.2021.06.007,"""TAVR, cardiac arrest, general anesthesia, ketamine, monitored anesthesia care, mortality""","""D000768, D001024, D006801, D007649, D007902, D012189, D012307, D065467, D016896""","""Anesthesia, General, Aortic Valve Stenosis, Humans, Ketamine, Length of Stay, Retrospective Studies, Risk Factors, Transcatheter Aortic Valve Replacement, Treatment Outcome""",TR003787,Journal of perianesthesia nursing : official journal of the American Society of PeriAnesthesia Nurses,2022
34654633,2021 Clinical Practice Guidelines for Anesthesiologists on Patient Blood Management in Cardiac Surgery.,,"""Huang J, Firestone S, Moffatt-Bruce S, Tibi P, Shore-Lesserson L""",doi:10.1053/j.jvca.2021.09.032,,"""D000072080, D000776, D001803, D006348, D006801, D017410""","""Anesthesiologists, Anesthesiology, Blood Transfusion, Cardiac Surgical Procedures, Humans, Practice Guidelines as Topic""",TR003787,Journal of cardiothoracic and vascular anesthesia,2021
34052312,Implementing an electronic hand hygiene system improved compliance in the intensive care unit.,PMC8668401,"""Xu Q, Liu Y, Cepulis D, Jerde A, Sheppard RA, Tretter K, Oppy L, Stevenson G, Bishop S, Clifford SP, Liu P, Kong M, Huang J""",doi:10.1016/j.ajic.2021.05.014,"""Electronic monitoring, Hand hygiene, Hospital acquired, Infection control, Infection prevention""","""D003428, D004581, D019983, D063373, D006282, D006801, D017053, D007362""","""Cross Infection, Electronics, Guideline Adherence, Hand Hygiene, Health Personnel, Humans, Infection Control, Intensive Care Units""",TR003787,American journal of infection control,2021
33867235,Outcomes and Risk Factors for Cardiovascular Events in Hospitalized COVID-19 Patients.,PMC7997853,"""Xu Q, Samanapally H, Nathala P, Salunkhe V, Furmanek S, Cahill MN, McGuffin T, Mohammad T, Marsili B, Petrey J, Carrico R, Ramirez J, Akca O, Clifford SP, Pahwa S, Roser L, Kong M, Huang J, Center of Excellence for Research in Infectious Diseases (CERID) Coronavirus Study Group on behalf of the COVID-19 CardioVascular Research Group (COVID-CVRG)""",doi:10.1053/j.jvca.2021.03.035,"""COVID-19, SARS-CoV-2, cardiovascular, coronavirus, outcome, risk factors""","""D000328, D000086382, D002318, D015897, D006760, D006801, D008297, D012189, D012307, D000086402""","""Adult, COVID-19, Cardiovascular Diseases, Comorbidity, Hospitalization, Humans, Male, Retrospective Studies, Risk Factors, SARS-CoV-2""",TR003787,Journal of cardiothoracic and vascular anesthesia,2021
36853606,Portable Breath-Based Volatile Organic Compound Monitoring for the Detection of COVID-19 During the Circulation of the SARS-CoV-2 Delta Variant and the Transition to the SARS-CoV-2 Omicron Variant.,PMC9975913,"""Sharma R, Zang W, Tabartehfarahani A, Lam A, Huang X, Sivakumar AD, Thota C, Yang S, Dickson RP, Sjoding MW, Bisco E, Mahmood CC, Diaz KM, Sautter N, Ansari S, Ward KR, Fan X""",doi:10.1001/jamanetworkopen.2023.0982,,"""D014481, D000328, D006801, D008297, D008875, D005260, D000086402, D000086382, D055549, D001944""","""United States, Adult, Humans, Male, Middle Aged, Female, SARS-CoV-2, COVID-19, Volatile Organic Compounds, Breath Tests""",TR003812,JAMA network open,2023
34520666,Time: A Key Driver of Uncertainty When Assessing the Risk of Environmental Plastics to Human Health.,PMC8495893,"""Halden RU, Rolsky C, Khan FR""",doi:10.1021/acs.est.1c02580,"""microplastic, nanoplastic, plastic pollution, risk assessment, time""","""D004784, D006801, D010969, D035501, D014874""","""Environmental Monitoring, Humans, Plastics, Uncertainty, Water Pollutants, Chemical""",DA053976,Environmental science & technology,2021
35582905,Partial ORF1ab Gene Target Failure with Omicron BA.2.12.1.,PMC9199403,"""Rodino KG, Peaper DR, Kelly BJ, Bushman F, Marques A, Adhikari H, Tu ZJ, Marrero Rolon R, Westblade LF, Green DA, Berry GJ, Wu F, Annavajhala MK, Uhlemann AC, Parikh BA, McMillen T, Jani K, Babady NE, Hahn AM, Koch RT, Grubaugh ND, Yale SARS-CoV-2 Genomic Surveillance Initiative, Rhoads DD""",doi:10.1128/jcm.00600-22,"""ORF1ab gene, RT-PCR, SARS-CoV-2, cycle threshold (CT) value, partial ORF1ab gene target failure (pORF1ab), whole-genome sequencing (WGS)""","""D001483, D000086382, D006801, D009154, D000086402""","""Base Sequence, COVID-19, Humans, Mutation, SARS-CoV-2""",DA053949,Journal of clinical microbiology,2022
34428777,Emergence and expansion of SARS-CoV-2 B.1.526 after identification in New York.,PMC8481122,"""Annavajhala MK, Mohri H, Wang P, Nair M, Zucker JE, Sheng Z, Gomez-Simmonds A, Kelley AL, Tagliavia M, Huang Y, Bedford T, Ho DD, Uhlemann AC""",doi:10.1038/s41586-021-03908-2,,"""D057134, D000086382, D006801, D009154, D009518, D010802, D058974, D015995, D000086402, D064370, D014481""","""Antibodies, Neutralizing, COVID-19, Humans, Mutation, New York, Phylogeny, Phylogeography, Prevalence, SARS-CoV-2, Spike Glycoprotein, Coronavirus, United States""",DA053949,Nature,2021
33655278,Emergence and Expansion of the SARS-CoV-2 Variant B.1.526 Identified in New York.,PMC7924303,"""Annavajhala MK, Mohri H, Wang P, Nair M, Zucker JE, Sheng Z, Gomez-Simmonds A, Kelley AL, Tagliavia M, Huang Y, Bedford T, Ho DD, Uhlemann AC""",doi:10.1101/2021.02.23.21252259,,,,DA053949,medRxiv : the preprint server for health sciences,2021
37611169,Structured Ethical Review for Wastewater-Based Testing in Support of Public Health.,PMC10484207,"""Bowes DA, Darling A, Driver EM, Kaya D, Maal-Bared R, Lee LM, Goodman K, Adhikari S, Aggarwal S, Bivins A, Bohrerova Z, Cohen A, Duvallet C, Elnimeiry RA, Hutchison JM, Kapoor V, Keenum I, Ling F, Sills D, Tiwari A, Vikesland P, Ziels R, Mansfeldt C""",doi:10.1021/acs.est.3c04529,"""SARS-CoV-2, Wastewater-based epidemiology, building-scale, ethics, structured review, sub-sewershed""","""D006801, D000086382, D011634, D012189, D000086402, D062065, D026724""","""Humans, COVID-19, Public Health, Retrospective Studies, SARS-CoV-2, Wastewater, Ethical Review""",DA053941,Environmental science & technology,2023
37601294,Comparison of Electronegative Filtration to Magnetic Bead-Based Concentration and V2G-qPCR to RT-qPCR for Quantifying Viral SARS-CoV-2 RNA from Wastewater.,PMC10438908,"""Babler KM, Amirali A, Sharkey ME, Williams SL, Boone MM, Cosculluela GA, Currall BB, Grills GS, Laine J, Mason CE, Reding BD, Schürer SC, Stevenson M, Vidovic D, Solo-Gabriele HM""",doi:10.1021/acsestwater.2c00047,"""COVID-19, RT-qPCR, SARS-CoV-2, V2G-qPCR, electronegative filtration, magnetic bead concentration, quantitative polymerase chain reaction (qPCR)""",,,DA053941,ACS ES&T water,2022
37502918,COVID-19 Case and Mortality Surveillance using Daily SARS-CoV-2 in Wastewater Samples adjusting for Meteorological Conditions and Sample pH.,PMC10370245,"""Abelson S, Penso J, Alsuliman B, Babler K, Sharkey M, Stevenson M, Grills G, Mason CE, Solo-Gabriele H, Kumar N""",doi:10.1101/2023.07.12.23292570,,,,DA053941,medRxiv : the preprint server for health sciences,2023
37216988,Monkeypox viral nucleic acids detected using both DNA and RNA extraction workflows.,PMC10213602,"""Sharkey ME, Babler KM, Shukla BS, Abelson SM, Alsuliman B, Amirali A, Comerford S, Grills GS, Kumar N, Laine J, Lee J, Lamar WE, Mason CE, Penso J, Reding BD, Schürer SC, Stevenson M, Vidović D, Solo-Gabriele HM""",doi:10.1016/j.scitotenv.2023.164289,"""COVID-19, MPXV, Monkeypox virus, Mpox, SARS-CoV-2 wastewater-based surveillance, Wastewater""","""D006801, D009696, D008993, D045908, D062065, D057188, D000086382, D000086402, D004247, D006785, D012367""","""Humans, Nucleic Acids, Monkeypox virus, Monkeypox, Wastewater, Workflow, COVID-19, SARS-CoV-2, DNA, Hospitals, University, RNA, Viral""",DA053941,The Science of the total environment,2023
37160974,Highly host-linked viromes in the built environment possess habitat-dependent diversity and functions for potential virus-host coevolution.,PMC10169181,"""Du S, Tong X, Lai ACK, Chan CK, Mason CE, Lee PKH""",doi:10.1038/s41467-023-38400-0,,"""D000083422, D000076624, D064307, D017738""","""Virome, Built Environment, Microbiota, Alkanesulfonic Acids""",DA053941,Nature communications,2023
36623667,Degradation rates influence the ability of composite samples to represent 24-hourly means of SARS-CoV-2 and other microbiological target measures in wastewater.,PMC9817413,"""Babler KM, Sharkey ME, Abelson S, Amirali A, Benitez A, Cosculluela GA, Grills GS, Kumar N, Laine J, Lamar W, Lamm ED, Lyu J, Mason CE, McCabe PM, Raghavender J, Reding BD, Roca MA, Schürer SC, Stevenson M, Szeto A, Tallon JJ Jr, Vidović D, Zarnegarnia Y, Solo-Gabriele HM""",doi:10.1016/j.scitotenv.2023.161423,"""Composite, Degradation, Grab, Hour-to-hour variability, Normalization, SARS-CoV-2""","""D006801, D000818, D000086402, D000086382, D062065, D005243""","""Humans, Animals, SARS-CoV-2, COVID-19, Wastewater, Feces""",DA053941,The Science of the total environment,2023
36398131,"Relationships between SARS-CoV-2 in Wastewater and COVID-19 Clinical Cases and Hospitalizations, with and without Normalization against Indicators of Human Waste.",PMC9664448,"""Zhan Q, Babler KM, Sharkey ME, Amirali A, Beaver CC, Boone MM, Comerford S, Cooper D, Cortizas EM, Currall BB, Foox J, Grills GS, Kobetz E, Kumar N, Laine J, Lamar WE, Mantero AMA, Mason CE, Reding BD, Robertson M, Roca MA, Ryon K, Schürer SC, Shukla BS, Solle NS, Stevenson M, Tallon JJ Jr, Thomas C, Thomas T, Vidović D, Williams SL, Yin X, Solo-Gabriele HM""",doi:10.1021/acsestwater.2c00045,,,,DA053941,ACS ES&T water,2022
36292799,Supervised Machine Learning Enables Geospatial Microbial Provenance.,PMC9601318,"""Bhattacharya C, Tierney BT, Ryon KA, Bhattacharyya M, Hastings JJA, Basu S, Bhattacharya B, Bagchi D, Mukherjee S, Wang L, Henaff EM, Mason CE""",doi:10.3390/genes13101914,"""bioindicator species, metagenomics, microbial fingerprint, microbial forensics, supervised machine learning""","""D056186, D054892, D064307, D000069553, D002947""","""Metagenomics, Metagenome, Microbiota, Supervised Machine Learning, Cities""",DA053941,Genes,2022
36202365,"Predicting COVID-19 cases using SARS-CoV-2 RNA in air, surface swab and wastewater samples.",PMC9529341,"""Solo-Gabriele HM, Kumar S, Abelson S, Penso J, Contreras J, Babler KM, Sharkey ME, Mantero AMA, Lamar WE, Tallon JJ Jr, Kobetz E, Solle NS, Shukla BS, Kenney RJ, Mason CE, Schürer SC, Vidovic D, Williams SL, Grills GS, Jayaweera DT, Mirsaeidi M, Kumar N""",doi:10.1016/j.scitotenv.2022.159188,"""Air, surface and wastewater, COVID-19, COVID-19 epidemiology, Environmental surveillance, SARS-CoV-2""","""D006801, D000086382, D000086402, D062065, D012367, D011446""","""Humans, COVID-19, SARS-CoV-2, Wastewater, RNA, Viral, Prospective Studies""",DA053941,The Science of the total environment,2023
35999570,Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome.,PMC9400218,"""Madrigal P, Singh NK, Wood JM, Gaudioso E, Hernández-Del-Olmo F, Mason CE, Venkateswaran K, Beheshti A""",doi:10.1186/s40168-022-01332-w,"""Antibiotic resistance, Built-environment, ISS, Machine learning, Metagenomics, Microbial Tracking-1, Microbiome, NGS, Space Omics""","""D000465, D000900, D024881, D006801, D000069550, D056186, D064307, D018531""","""Algorithms, Anti-Bacterial Agents, Drug Resistance, Bacterial, Humans, Machine Learning, Metagenomics, Microbiota, Spacecraft""",DA053941,Microbiome,2022
35864089,A metagenomic DNA sequencing assay that is robust against environmental DNA contamination.,PMC9304412,"""Mzava O, Cheng AP, Chang A, Smalling S, Djomnang LK, Lenz JS, Longman R, Steadman A, Gómez-Escobar LG, Schenck EJ, Salvatore M, Satlin MJ, Suthanthiran M, Lee JR, Mason CE, Dadhania D, De Vlaminck I""",doi:10.1038/s41467-022-31654-0,,"""D000086382, D004247, D059018, D004269, D000080309, D059014, D006801, D056186, D017422""","""COVID-19, DNA, DNA Contamination, DNA, Bacterial, DNA, Environmental, High-Throughput Nucleotide Sequencing, Humans, Metagenomics, Sequence Analysis, DNA""",DA053941,Nature communications,2022
35396471,Unlocking capacities of genomics for the COVID-19 response and future pandemics.,PMC9467803,"""Knyazev S, Chhugani K, Sarwal V, Ayyala R, Singh H, Karthikeyan S, Deshpande D, Baykal PI, Comarova Z, Lu A, Porozov Y, Vasylyeva TI, Wertheim JO, Tierney BT, Chiu CY, Sun R, Wu A, Abedalthagafi MS, Pak VM, Nagaraj SH, Smith AL, Skums P, Pasaniuc B, Komissarov A, Mason CE, Bortz E, Lemey P, Kondrashov F, Beerenwinkel N, Lam TT, Wu NC, Zelikovsky A, Knight R, Crandall KA, Mangul S""",doi:10.1038/s41592-022-01444-z,,"""D000086382, D023281, D006801, D058873, D000086402""","""COVID-19, Genomics, Humans, Pandemics, SARS-CoV-2""",DA053941,Nature methods,2022
37622131,Integrating Virus Monitoring Strategies for Safe Non-potable Water Reuse.,PMC10448804,"""Jiang SC, Bischel HN, Goel R, Rosso D, Sherchan S, Whiteson KL, Yan T, Solo-Gabriele HM""",doi:10.3390/w14081187,"""Modeling, Reuse, Surrogates, Viruses, Wastewater""",,,DA053941,Water,2022
35313580,"COVID-19 Prediction using Genomic Footprint of SARS-CoV-2 in Air, Surface Swab and Wastewater Samples.",PMC8936103,"""Solo-Gabriele HM, Kumar S, Abelson S, Penso J, Contreras J, Babler KM, Sharkey ME, Mantero AMA, Lamar WE, Tallon JJ Jr, Kobetz E, Solle NS, Shukla BS, Kenney RJ, Mason CE, Schürer SC, Vidovic D, Williams SL, Grills GS, Jayaweera DT, Mirsaeidi M, Kumar N""",doi:10.1101/2022.03.14.22272314,,,,DA053941,medRxiv : the preprint server for health sciences,2022
35233546,System-wide transcriptome damage and tissue identity loss in COVID-19 patients.,PMC8784611,"""Park J, Foox J, Hether T, Danko DC, Warren S, Kim Y, Reeves J, Butler DJ, Mozsary C, Rosiene J, Shaiber A, Afshin EE, MacKay M, Rendeiro AF, Bram Y, Chandar V, Geiger H, Craney A, Velu P, Melnick AM, Hajirasouliha I, Beheshti A, Taylor D, Saravia-Butler A, Singh U, Wurtele ES, Schisler J, Fennessey S, Corvelo A, Zody MC, Germer S, Salvatore S, Levy S, Wu S, Tatonetti NP, Shapira S, Salvatore M, Westblade LF, Cushing M, Rennert H, Kriegel AJ, Elemento O, Imielinski M, Rice CM, Borczuk AC, Meydan C, Schwartz RE, Mason CE""",doi:10.1016/j.xcrm.2022.100522,"""COVID-19, NGS, RNA-seq, SARS-CoV-2, coronavirus, coronavirus disease 2019, evere acute respiratory syndrome coronavirus 2, host response, next-generation sequencing, spatial transcriptomics""","""D000328, D000368, D000369, D000086382, D016022, D015331, D005260, D005786, D006801, D007251, D008168, D008297, D008875, D009975, D000081246, D012128, D000086402, D059467, D019562""","""Adult, Aged, Aged, 80 and over, COVID-19, Case-Control Studies, Cohort Studies, Female, Gene Expression Regulation, Humans, Influenza, Human, Lung, Male, Middle Aged, Orthomyxoviridae, RNA-Seq, Respiratory Distress Syndrome, SARS-CoV-2, Transcriptome, Viral Load""",DA053941,Cell reports. Medicine,2022
35136384,Loop-Mediated Isothermal Amplification Detection of SARS-CoV-2 and Myriad Other Applications.,PMC8802757,"""Moore KJM, Cahill J, Aidelberg G, Aronoff R, Bektaş A, Bezdan D, Butler DJ, Chittur SV, Codyre M, Federici F, Tanner NA, Tighe SW, True R, Ware SB, Wyllie AL, Afshin EE, Bendesky A, Chang CB, Dela Rosa R 2nd, Elhaik E, Erickson D, Goldsborough AS, Grills G, Hadasch K, Hayden A, Her SY, Karl JA, Kim CH, Kriegel AJ, Kunstman T, Landau Z, Land K, Langhorst BW, Lindner AB, Mayer BE, McLaughlin LA, McLaughlin MT, Molloy J, Mozsary C, Nadler JL, ""DSilva M"", Ng D, ""OConnor DH"", Ongerth JE, Osuolale O, Pinharanda A, Plenker D, Ranjan R, Rosbash M, Rotem A, Segarra J, Schürer S, Sherrill-Mix S, Solo-Gabriele H, To S, Vogt MC, Yu AD, Mason CE, gLAMP Consortium""",doi:10.7171/jbt.21-3203-017,,"""D000086382, D000087123, D006801, D025202, D021141, D058873, D012367, D000086402""","""COVID-19, COVID-19 Nucleic Acid Testing, Humans, Molecular Diagnostic Techniques, Nucleic Acid Amplification Techniques, Pandemics, RNA, Viral, SARS-CoV-2""",DA053941,Journal of biomolecular techniques : JBT,2021
35136383,"A Rapid, Isothermal, and Point-of-Care System for COVID-19 Diagnostics.",PMC8802758,"""Mozsary C, McCloskey D, Babler KM, Boza J, Butler D, Currall B, Williams S, Wiley A, Afshin EE, Grills GS, Sharkey ME, Premsrirut P, Solo-Gabriele H, Cardentey Y, Erickson D, Mason CE""",doi:10.7171/jbt.21-3203-019,,"""D000086382, D006801, D058873, D019095, D012367, D000086402""","""COVID-19, Humans, Pandemics, Point-of-Care Systems, RNA, Viral, SARS-CoV-2""",DA053941,Journal of biomolecular techniques : JBT,2021
35132260,Curated variation benchmarks for challenging medically relevant autosomal genes.,PMC9117392,"""Wagner J, Olson ND, Harris L, McDaniel J, Cheng H, Fungtammasan A, Hwang YC, Gupta R, Wenger AM, Rowell WJ, Khan ZM, Farek J, Zhu Y, Pisupati A, Mahmoud M, Xiao C, Yoo B, Sahraeian SME, Miller DE, Jáspez D, Lorenzo-Salazar JM, Muñoz-Barrera A, Rubio-Rodríguez LA, Flores C, Narzisi G, Evani US, Clarke WE, Lee J, Mason CE, Lincoln SE, Miga KH, Ebbert MTW, Shumate A, Li H, Chin CS, Zook JM, Sedlazeck FJ""",doi:10.1038/s41587-021-01158-1,,"""D015894, D006239, D006801, D017422""","""Genome, Human, Haplotypes, Humans, Sequence Analysis, DNA""",DA053941,Nature biotechnology,2022
34872606,The SEQC2 epigenomics quality control (EpiQC) study.,PMC8650396,"""Foox J, Nordlund J, Lalancette C, Gong T, Lacey M, Lent S, Langhorst BW, Ponnaluri VKC, Williams L, Padmanabhan KR, Cavalcante R, Lundmark A, Butler D, Mozsary C, Gurvitch J, Greally JM, Suzuki M, Menor M, Nasu M, Alonso A, Sheridan C, Scherer A, Bruinsma S, Golda G, Muszynska A, Łabaj PP, Campbell MA, Wos F, Raine A, Liljedahl U, Axelsson T, Wang C, Chen Z, Yang Z, Li J, Yang X, Wang H, Melnick A, Guo S, Blume A, Franke V, Ibanez de Caceres I, Rodriguez-Antolin C, Rosas R, Davis JW, Ishii J, Megherbi DB, Xiao W, Liao W, Xu J, Hong H, Ning B, Tong W, Akalin A, Wang Y, Deng Y, Mason CE""",doi:10.1186/s13059-021-02529-2,,"""D044503, D000465, D018899, D004247, D019175, D044127, D000081122, D057890, D015894, D059014, D006801, D011786, D016415, D017422, D013447, D000073336""","""5-Methylcytosine, Algorithms, CpG Islands, DNA, DNA Methylation, Epigenesis, Genetic, Epigenome, Epigenomics, Genome, Human, High-Throughput Nucleotide Sequencing, Humans, Quality Control, Sequence Alignment, Sequence Analysis, DNA, Sulfites, Whole Genome Sequencing""",DA053941,Genome biology,2021
34504351,Performance assessment of DNA sequencing platforms in the ABRF Next-Generation Sequencing Study.,PMC8985210,"""Foox J, Tighe SW, Nicolet CM, Zook JM, Byrska-Bishop M, Clarke WE, Khayat MM, Mahmoud M, Laaguiby PK, Herbert ZT, Warner D, Grills GS, Jen J, Levy S, Xiang J, Alonso A, Zhao X, Zhang W, Teng F, Zhao Y, Lu H, Schroth GP, Narzisi G, Farmerie W, Sedlazeck FJ, Baldwin DA, Mason CE""",doi:10.1038/s41587-021-01049-5,,"""D020137, D019985, D004247, D004269, D016680, D015894, D059014, D006801, D017422""","""Base Pair Mismatch, Benchmarking, DNA, DNA, Bacterial, Genome, Bacterial, Genome, Human, High-Throughput Nucleotide Sequencing, Humans, Sequence Analysis, DNA""",DA053941,Nature biotechnology,2021
34375259,Lessons learned from SARS-CoV-2 measurements in wastewater.,PMC8294117,"""Sharkey ME, Kumar N, Mantero AMA, Babler KM, Boone MM, Cardentey Y, Cortizas EM, Grills GS, Herrin J, Kemper JM, Kenney R, Kobetz E, Laine J, Lamar WE, Mader CC, Mason CE, Quintero AZ, Reding BD, Roca MA, Ryon K, Solle NS, Schürer SC, Shukla B, Stevenson M, Stone T, Tallon JJ Jr, Venkatapuram SS, Vidovic D, Williams SL, Young B, Solo-Gabriele HM""",doi:10.1016/j.scitotenv.2021.149177,"""Concentration, Detection, SARS-CoV-2, Sampling, Wastewater, Wastewater based surveillance""","""D000086382, D006801, D058873, D012367, D000086402, D062065""","""COVID-19, Humans, Pandemics, RNA, Viral, SARS-CoV-2, Wastewater""",DA053941,The Science of the total environment,2021
34043940,A global metagenomic map of urban microbiomes and antimicrobial resistance.,PMC8238498,"""Danko D, Bezdan D, Afshin EE, Ahsanuddin S, Bhattacharya C, Butler DJ, Chng KR, Donnellan D, Hecht J, Jackson K, Kuchin K, Karasikov M, Lyons A, Mak L, Meleshko D, Mustafa H, Mutai B, Neches RY, Ng A, Nikolayeva O, Nikolayeva T, Png E, Ryon KA, Sanchez JL, Shaaban H, Sierra MA, Thomas D, Young B, Abudayyeh OO, Alicea J, Bhattacharyya M, Blekhman R, Castro-Nallar E, Cañas AM, Chatziefthimiou AD, Crawford RW, De Filippis F, Deng Y, Desnues C, Dias-Neto E, Dybwad M, Elhaik E, Ercolini D, Frolova A, Gankin D, Gootenberg JS, Graf AB, Green DC, Hajirasouliha I, Hastings JJA, Hernandez M, Iraola G, Jang S, Kahles A, Kelly FJ, Knights K, Kyrpides NC, Łabaj PP, Lee PKH, Leung MHY, Ljungdahl PO, Mason-Buck G, McGrath K, Meydan C, Mongodin EF, Moraes MO, Nagarajan N, Nieto-Caballero M, Noushmehr H, Oliveira M, Ossowski S, Osuolale OO, Özcan O, Paez-Espino D, Rascovan N, Richard H, Rätsch G, Schriml LM, Semmler T, Sezerman OU, Shi L, Shi T, Siam R, Song LH, Suzuki H, Court DS, Tighe SW, Tong X, Udekwu KI, Ugalde JA, Valentine B, Vassilev DI, Vayndorf EM, Velavan TP, Wu J, Zambrano MM, Zhu J, Zhu S, Mason CE, International MetaSUB Consortium""",doi:10.1016/j.cell.2021.05.002,"""AMR, BGC, NGS, antimicrobial resistance, built Environment, de novo assembly, global health, metagenome, microbiome, shotgun sequencing""","""D044822, D030541, D024881, D006801, D056186, D064307, D014505""","""Biodiversity, Databases, Genetic, Drug Resistance, Bacterial, Humans, Metagenomics, Microbiota, Urban Population""",DA053941,Cell,2021
34039416,Characterization of the public transit air microbiome and resistome reveals geographical specificity.,PMC8157753,"""Leung MHY, Tong X, Bøifot KO, Bezdan D, Butler DJ, Danko DC, Gohli J, Green DC, Hernandez MT, Kelly FJ, Levy S, Mason-Buck G, Nieto-Caballero M, Syndercombe-Court D, Udekwu K, Young BG, Mason CE, Dybwad M, Lee PKH""",doi:10.1186/s40168-021-01044-7,"""Air microbiology, Bioinformatics, High-throughput sequencing, Metagenomics, Microbial ecology, Microbiome""","""D001419, D005843, D006723, D006801, D054892, D064307""","""Bacteria, Geography, Hong Kong, Humans, Metagenome, Microbiota""",DA053941,Microbiome,2021
33795001,A comprehensive metagenomics framework to characterize organisms relevant for planetary protection.,PMC8016160,"""Danko DC, Sierra MA, Benardini JN, Guan L, Wood JM, Singh N, Seuylemezian A, Butler DJ, Ryon K, Kuchin K, Meleshko D, Bhattacharya C, Venkateswaran KJ, Mason CE""",doi:10.1186/s40168-021-01020-1,"""Extremophile, Microbial profiling, Planetary Protection, Spacecraft Assembly Facility""","""D004780, D006801, D054892, D056186, D013026, D018531""","""Environment, Controlled, Humans, Metagenome, Metagenomics, Space Flight, Spacecraft""",DA053941,Microbiome,2021
37682723,Invited Perspective: Making the Implicit Explicit-Connecting Environmental Health Literacy and Exposure Report-Back.,PMC10489875,"""Hoover AG""",doi:10.1289/EHP13493,,"""D057220""","""Health Literacy""",DA053903,Environmental health perspectives,2023
